                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                0.60594,                0.55233,                 1.1145,                0.73747,                0.72031,                0.75835,                0.60262,                0.79338,                 0.8124,                 1.2847,              0.0081586,              0.0081586,              0.0081586
                     96,                0.61494,                 0.5577,                 1.1063,                0.79938,                0.70485,                0.76502,                0.60403,                0.79177,                 0.7815,                 1.2736,              0.0081388,              0.0081388,              0.0081388
                     97,                0.60098,                0.55117,                 1.1085,                0.79172,                0.70699,                0.76225,                0.60145,                0.79095,                0.76697,                 1.2821,               0.008119,               0.008119,               0.008119
                     98,                0.59952,                0.54156,                 1.1059,                0.78482,                0.73938,                0.76428,                0.60679,                0.78436,                0.77328,                 1.2924,              0.0080992,              0.0080992,              0.0080992
                     99,                0.60555,                0.54934,                 1.1054,                0.77817,                0.71466,                0.76562,                0.61103,                0.77683,                0.78161,                 1.2735,              0.0080794,              0.0080794,              0.0080794
                    100,                0.60605,                0.54156,                    1.1,                0.77774,                0.70105,                0.75253,                0.60213,                0.78045,                0.80182,                 1.2668,              0.0080596,              0.0080596,              0.0080596
                    101,                0.60433,                 0.5451,                 1.1108,                0.78645,                0.69574,                0.76397,                0.60798,                0.78988,                0.78779,                 1.2872,              0.0080398,              0.0080398,              0.0080398
                    102,                0.59662,                0.53926,                 1.1026,                0.78696,                0.71825,                0.76423,                0.60078,                0.78741,                0.78106,                 1.2854,                0.00802,                0.00802,                0.00802
                    103,                0.59201,                0.53934,                 1.1059,                0.78224,                0.69497,                0.75404,                0.59872,                0.79483,                0.78823,                 1.2874,              0.0080002,              0.0080002,              0.0080002
                    104,                 0.5928,                0.52836,                  1.106,                0.77168,                  0.717,                0.75406,                0.59494,                0.79535,                0.80593,                 1.2948,              0.0079804,              0.0079804,              0.0079804
                    105,                0.58109,                0.52021,                 1.0936,                0.76142,                 0.7067,                0.76806,                0.60748,                0.78915,                0.79599,                 1.2958,              0.0079606,              0.0079606,              0.0079606
                    106,                0.58876,                0.52553,                 1.1074,                0.74006,                0.72988,                0.76742,                 0.6111,                0.78411,                0.77267,                  1.288,              0.0079408,              0.0079408,              0.0079408
                    107,                0.58355,                0.52989,                 1.1046,                0.81315,                0.68187,                0.75967,                0.60587,                0.77867,                0.76039,                 1.2785,               0.007921,               0.007921,               0.007921
                    108,                0.58522,                0.52851,                 1.0993,                0.76939,                0.71671,                0.77115,                0.61176,                0.77945,                0.76423,                 1.2696,              0.0079012,              0.0079012,              0.0079012
                    109,                0.57548,                0.52356,                 1.0949,                0.71759,                 0.7334,                0.75678,                0.60024,                0.78498,                0.75854,                 1.2867,              0.0078814,              0.0078814,              0.0078814
                    110,                0.57718,                0.52101,                 1.0938,                0.79445,                0.67121,                0.76168,                0.60949,                0.78429,                0.78225,                 1.2856,              0.0078616,              0.0078616,              0.0078616
                    111,                0.58367,                0.51471,                 1.0922,                0.80953,                0.66324,                0.74964,                0.59847,                0.77758,                  0.788,                 1.2784,              0.0078418,              0.0078418,              0.0078418
                    112,                0.57029,                 0.5148,                 1.0889,                 0.7809,                0.69957,                0.76276,                 0.6066,                0.79377,                0.77659,                 1.2888,               0.007822,               0.007822,               0.007822
                    113,                0.57168,                0.51112,                 1.0792,                0.72734,                0.72289,                0.75609,                0.60114,                0.79114,                0.79497,                 1.2813,              0.0078022,              0.0078022,              0.0078022
                    114,                0.56603,                0.51487,                  1.079,                0.76647,                 0.7022,                0.75201,                0.59529,                0.79748,                0.80343,                 1.2878,              0.0077824,              0.0077824,              0.0077824
                    115,                0.57016,                0.51203,                 1.0825,                0.74128,                0.70294,                0.74253,                0.58597,                0.79651,                0.83045,                 1.3015,              0.0077626,              0.0077626,              0.0077626
                    116,                0.56354,                0.50916,                 1.0874,                0.77767,                0.69096,                0.75104,                0.58948,                0.80313,                0.83654,                 1.3106,              0.0077428,              0.0077428,              0.0077428
                    117,                0.56227,                0.49924,                 1.0788,                0.80265,                0.68547,                0.76275,                0.60192,                0.80068,                0.79946,                 1.3133,               0.007723,               0.007723,               0.007723
                    118,                0.56543,                0.49719,                 1.0862,                0.77154,                0.71983,                0.75961,                0.60538,                0.79841,                0.78485,                 1.3096,              0.0077032,              0.0077032,              0.0077032
                    119,                0.55886,                0.48963,                 1.0844,                0.79148,                0.68697,                0.76364,                0.60847,                0.79019,                0.80077,                 1.3032,              0.0076834,              0.0076834,              0.0076834
                    120,                 0.5616,                 0.4921,                 1.0785,                0.79333,                0.66987,                0.75488,                0.59733,                0.79234,                0.79859,                 1.3098,              0.0076636,              0.0076636,              0.0076636
                    121,                0.56102,                0.49438,                 1.0817,                0.77218,                0.71415,                0.76168,                0.60472,                0.79618,                0.80271,                 1.2993,              0.0076438,              0.0076438,              0.0076438
                    122,                0.55235,                0.49446,                 1.0668,                0.76524,                0.70697,                 0.7539,                0.59645,                0.79151,                0.79264,                  1.298,               0.007624,               0.007624,               0.007624
                    123,                 0.5563,                0.48085,                 1.0787,                0.74918,                0.70265,                0.75633,                0.60167,                0.80008,                0.79955,                 1.3138,              0.0076042,              0.0076042,              0.0076042
                    124,                0.54926,                0.48264,                 1.0701,                0.75565,                0.71833,                0.76156,                0.60584,                0.78996,                0.77708,                 1.3147,              0.0075844,              0.0075844,              0.0075844
                    125,                0.56401,                0.50019,                 1.0812,                0.73478,                0.72333,                0.75797,                 0.6044,                0.79135,                0.79916,                 1.3064,              0.0075646,              0.0075646,              0.0075646
                    126,                0.55809,                0.49113,                 1.0671,                0.75033,                 0.7225,                 0.7659,                0.61128,                0.78635,                0.76325,                  1.282,              0.0075448,              0.0075448,              0.0075448
                    127,                 0.5457,                0.48272,                 1.0635,                0.77844,                 0.7165,                0.76925,                0.61088,                0.79214,                0.76475,                  1.296,               0.007525,               0.007525,               0.007525
                    128,                0.55197,                0.49225,                 1.0696,                0.81336,                0.69863,                 0.7637,                0.60397,                 0.7923,                0.78957,                 1.3017,              0.0075052,              0.0075052,              0.0075052
                    129,                0.54686,                0.47576,                 1.0723,                0.78331,                0.71647,                 0.7662,                0.60389,                0.79314,                0.78563,                 1.3048,              0.0074854,              0.0074854,              0.0074854
                    130,                 0.5431,                0.47071,                 1.0708,                0.73086,                0.73294,                0.75933,                0.60318,                0.79727,                0.79651,                  1.315,              0.0074656,              0.0074656,              0.0074656
                    131,                0.53839,                0.47704,                 1.0735,                 0.7213,                0.74412,                0.76662,                0.61335,                0.78822,                0.78379,                 1.3006,              0.0074458,              0.0074458,              0.0074458
                    132,                0.53905,                0.46558,                 1.0678,                0.73072,                0.72916,                0.75573,                0.60071,                0.79897,                 0.7977,                 1.3043,               0.007426,               0.007426,               0.007426
                    133,                0.53728,                0.45389,                 1.0524,                0.79404,                0.68003,                0.76597,                0.60791,                0.78655,                0.80581,                 1.2903,              0.0074062,              0.0074062,              0.0074062
