                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                 0.6296,                0.71675,                 1.0584,                0.58227,                0.62429,                0.61297,                0.49645,                0.71795,                 1.1291,                 1.1039,             0.00091962,             0.00091962,             0.00091962
                     90,                0.63953,                 0.7065,                 1.0645,                0.48035,                0.56489,                0.57379,                0.45051,                0.74566,                 1.2833,                 1.1231,             0.00091742,             0.00091742,             0.00091742
                     91,                0.64588,                0.73183,                 1.0657,                0.70615,                0.51019,                0.58044,                0.45225,                0.76468,                 1.1251,                 1.1624,             0.00091522,             0.00091522,             0.00091522
                     92,                0.62627,                0.69087,                 1.0437,                0.67216,                0.55731,                0.59958,                0.47375,                0.72686,                  1.773,                 1.1366,             0.00091302,             0.00091302,             0.00091302
                     93,                0.62851,                0.71378,                 1.0673,                 0.7419,                0.60336,                0.59041,                0.48441,                0.69472,                 1.2699,                 1.0968,             0.00091082,             0.00091082,             0.00091082
                     94,                 0.6386,                0.69952,                 1.0629,                0.55379,                0.61169,                0.60909,                 0.4901,                0.71536,                 1.6738,                  1.093,             0.00090862,             0.00090862,             0.00090862
                     95,                0.64467,                0.67961,                  1.062,                0.67209,                0.56713,                0.54543,                0.44093,                0.68846,                 1.4352,                 1.0817,             0.00090642,             0.00090642,             0.00090642
                     96,                0.62439,                  0.679,                 1.0507,                0.51028,                0.62091,                0.59861,                0.48191,                0.67713,                 1.8397,                 1.0649,             0.00090422,             0.00090422,             0.00090422
                     97,                0.63892,                0.66996,                 1.0569,                0.57121,                0.57129,                0.58705,                0.47156,                0.74197,                 1.2136,                 1.1369,             0.00090202,             0.00090202,             0.00090202
                     98,                0.60814,                0.64595,                 1.0452,                0.67952,                0.49027,                0.53715,                0.43822,                0.68942,                 1.4299,                 1.0688,             0.00089982,             0.00089982,             0.00089982
                     99,                0.63896,                0.66993,                 1.0643,                0.42396,                0.71393,                0.58192,                0.47102,                0.65656,                 1.4256,                 1.0442,             0.00089762,             0.00089762,             0.00089762
                    100,                 0.6241,                0.63193,                  1.048,                0.48753,                0.69348,                0.60035,                0.47187,                0.68827,                 1.1242,                 1.0858,             0.00089542,             0.00089542,             0.00089542
                    101,                 0.6246,                0.65689,                   1.06,                0.47578,                0.61537,                0.53807,                0.43887,                0.68876,                 1.2953,                 1.0713,             0.00089322,             0.00089322,             0.00089322
                    102,                0.59476,                0.64347,                 1.0338,                0.48018,                0.64403,                0.58116,                0.47991,                0.72101,                 1.2263,                 1.1121,             0.00089102,             0.00089102,             0.00089102
                    103,                0.59541,                0.60826,                   1.04,                0.58695,                 0.5427,                0.58385,                0.49174,                0.62791,                 1.0323,                 1.0252,             0.00088882,             0.00088882,             0.00088882
                    104,                0.60619,                0.63295,                 1.0414,                0.46076,                0.64863,                0.55761,                0.44137,                 0.6908,                 1.1839,                  1.065,             0.00088662,             0.00088662,             0.00088662
                    105,                0.60057,                 0.6398,                  1.042,                0.52349,                0.54797,                0.58501,                0.47446,                0.68854,                 1.0655,                 1.0743,             0.00088442,             0.00088442,             0.00088442
                    106,                0.60715,                0.61185,                 1.0296,                 0.5345,                0.60894,                0.60281,                0.48356,                0.68094,                 1.3641,                 1.0643,             0.00088222,             0.00088222,             0.00088222
                    107,                0.60553,                0.62846,                 1.0401,                0.45625,                0.65203,                0.55602,                0.45453,                0.67589,                 1.4231,                 1.0712,             0.00088002,             0.00088002,             0.00088002
                    108,                0.59631,                 0.6162,                 1.0481,                0.64164,                0.55616,                0.63618,                0.50302,                0.69503,                 1.1253,                 1.0771,             0.00087782,             0.00087782,             0.00087782
                    109,                0.61116,                0.62195,                 1.0417,                0.75339,                0.51185,                  0.559,                0.44917,                 0.7137,                 1.2667,                 1.1276,             0.00087562,             0.00087562,             0.00087562
                    110,                0.61914,                0.64569,                 1.0499,                0.46054,                0.63439,                 0.5843,                0.48301,                0.71791,                 1.1424,                 1.1311,             0.00087342,             0.00087342,             0.00087342
                    111,                0.60539,                0.64924,                 1.0401,                0.51973,                0.51932,                0.55056,                0.44907,                0.71855,                 1.6469,                 1.1242,             0.00087122,             0.00087122,             0.00087122
                    112,                 0.5754,                0.58832,                 1.0276,                0.54754,                0.76497,                0.67771,                0.54498,                0.67069,                 1.2868,                 1.0804,             0.00086902,             0.00086902,             0.00086902
                    113,                0.58227,                0.58453,                  1.031,                0.53346,                0.66451,                0.61459,                  0.508,                0.67421,                 1.1625,                 1.0855,             0.00086682,             0.00086682,             0.00086682
                    114,                0.62196,                 0.6398,                 1.0539,                0.67508,                0.58782,                0.56867,                0.45014,                0.74654,                 1.2917,                 1.1426,             0.00086462,             0.00086462,             0.00086462
                    115,                0.59982,                0.58604,                 1.0457,                0.53514,                0.76247,                0.64141,                0.51311,                0.68587,                 1.0784,                 1.0883,             0.00086242,             0.00086242,             0.00086242
                    116,                0.59107,                0.60346,                 1.0346,                0.54426,                 0.6174,                0.58047,                 0.4648,                0.72237,                  1.348,                 1.0925,             0.00086023,             0.00086023,             0.00086023
                    117,                0.57696,                0.57327,                 1.0354,                0.53054,                0.65192,                0.57644,                0.45402,                0.67558,                 1.3559,                 1.0508,             0.00085803,             0.00085803,             0.00085803
                    118,                0.61932,                 0.6309,                 1.0485,                0.75628,                0.52882,                0.60175,                0.49573,                 0.6806,                 1.1542,                 1.0935,             0.00085583,             0.00085583,             0.00085583
                    119,                0.60626,                0.60277,                 1.0431,                0.49692,                0.65871,                0.56457,                0.45469,                0.71009,                 1.5842,                 1.1124,             0.00085363,             0.00085363,             0.00085363
                    120,                0.57817,                0.62057,                 1.0229,                0.73333,                0.57172,                0.59486,                0.47439,                 0.7079,                 1.1286,                 1.1038,             0.00085143,             0.00085143,             0.00085143
                    121,                0.57397,                0.62117,                 1.0166,                0.54387,                0.52634,                0.58508,                0.46181,                0.73023,                 1.2833,                 1.1343,             0.00084923,             0.00084923,             0.00084923
                    122,                0.59877,                0.60996,                 1.0357,                0.73397,                0.55127,                0.60742,                0.49736,                0.71523,                 1.3259,                 1.1334,             0.00084703,             0.00084703,             0.00084703
                    123,                0.57782,                0.58032,                 1.0242,                0.70079,                0.63468,                0.61099,                 0.4784,                0.72003,                 1.1882,                 1.1572,             0.00084483,             0.00084483,             0.00084483
                    124,                0.58256,                 0.5727,                 1.0352,                0.60442,                0.66033,                 0.6295,                0.49586,                0.66864,                 1.2778,                 1.0634,             0.00084263,             0.00084263,             0.00084263
                    125,                0.55318,                0.58246,                 1.0281,                0.56405,                0.61661,                0.54864,                0.44075,                0.68898,                  1.682,                 1.1091,             0.00084043,             0.00084043,             0.00084043
                    126,                0.55556,                 0.5484,                  1.014,                0.54072,                0.50808,                0.58718,                0.47173,                0.70501,                  1.304,                 1.1056,             0.00083823,             0.00083823,             0.00083823
                    127,                0.57557,                0.59087,                 1.0176,                0.58798,                0.52591,                0.54529,                0.43685,                0.71007,                 1.7233,                 1.1168,             0.00083603,             0.00083603,             0.00083603
                    128,                0.57017,                0.58764,                 1.0328,                0.57074,                0.64208,                0.60306,                 0.4869,                0.66234,                 1.3603,                 1.0643,             0.00083383,             0.00083383,             0.00083383
                    129,                0.58451,                0.57191,                 1.0274,                 0.5205,                0.71696,                0.60383,                 0.4873,                 0.6867,                 1.3039,                 1.0804,             0.00083163,             0.00083163,             0.00083163
                    130,                0.54909,                0.56117,                 1.0072,                  0.733,                 0.6781,                0.71447,                0.52078,                0.68509,                 1.2177,                 1.0888,             0.00082943,             0.00082943,             0.00082943
